Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8
0.99,0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.91,0.005,0.125,0.0,0.0,0.0,0.0,0.025
0.995,0.01,0.015,0.0,0.0,0.0,0.0,0.0
0.975,0.0,0.03,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.955,0.01,0.05,0.0,0.0,0.0,0.0,0.03
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,0.0,0.065,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.955,0.0,0.04,0.0,0.0,0.0,0.0,0.015
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.035,0.04,0.0,0.0,0.0,0.0,0.01
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.0,0.195,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.01,0.005,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.005,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.02,0.005,0.005,0.0,0.0,0.0,0.0
1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.39,0.985,0.05,0.0,0.0,0.0,0.0
0.0,0.866154761904762,0.0,0.04,0.005,0.0,0.0,0.005
0.065,0.94,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.98,0.0,0.005,0.0,0.0,0.0,0.005
0.105,0.925,0.0,0.025,0.0,0.0,0.0,0.0
0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01,0.965,0.005,0.0,0.0,0.0,0.07
0.0,0.0,0.975,0.01,0.0,0.0,0.0,0.0
0.02,0.02,0.95,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.94,0.0,0.0,0.0,0.0,0.0
0.795,0.06125,0.39,0.0,0.0,0.0,0.0,0.005
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.065,0.005,0.905,0.0,0.0,0.0,0.0,0.055
0.0,0.0,0.955,0.005,0.0,0.0,0.0,0.02
0.0,0.0,0.975,0.005,0.0,0.0,0.0,0.005
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.81,0.065,0.0,0.0,0.0,0.14
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.025,0.0
0.01,0.0,0.955,0.0,0.0,0.0,0.0,0.0
0.035,0.0,0.94,0.05,0.0,0.0,0.0,0.025
0.44,0.005,0.63,0.005,0.0,0.0,0.0,0.125
0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.74,0.005,0.0,0.0,0.0,0.035
0.0,0.0,0.46419047619047615,0.995,0.0,0.0,0.0,0.0
0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.99,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.935,0.0,0.0,0.0,0.0,0.005
0.0,0.01,0.0,0.99,0.0,0.0,0.0,0.0
0.01,0.0,0.36,0.915,0.02,0.0,0.0,0.0
0.01,0.045,0.065,0.96,0.0,0.0,0.015,0.0
0.0,0.0,0.015,0.935,0.0,0.0,0.0,0.01
0.0,0.0,0.0,0.995,0.0,0.895,0.0,0.0
0.055,0.045,0.04,0.9,0.0,0.0,0.0,0.2
0.005,0.0,0.565,0.895,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.06,0.0,0.26,0.0,0.0,0.0,0.0,0.81
0.0,0.015,0.095,0.0,0.0,0.0,0.0,0.97
0.015,0.0,0.01,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.045,0.005,0.18,0.0,0.0,0.0,0.0,0.93
0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.99
0.0,0.0,0.005,0.595,0.0,0.0,0.0,0.485
0.025,0.01,0.0,0.005,0.0,0.0,0.0,0.98
0.04,0.0,0.085,0.0,0.0,0.0,0.0,0.91
0.385,0.125,0.1425,0.15,0.0,0.0,0.0,0.62
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
0.945,0.0,0.13,0.0,0.0,0.0,0.0,0.01
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.13,0.0,0.065,0.0,0.0,0.0,0.01
0.8625,0.01,0.15,0.005,0.0,0.0,0.0,0.02
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.02,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.05,0.015,0.0,0.005,0.0,0.0
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.005
0.995,0.025,0.0,0.0,0.0,0.0,0.0,0.0
0.955,0.19,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.01,0.0,0.0,0.0,0.0,0.05
0.97,0.011666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9470000000000001,0.0,0.005,0.0,0.0,0.0,0.0
1.0,0.01,0.005,0.0,0.0,0.0,0.0,0.0
0.89,0.055,0.12583333333333335,0.0,0.0,0.0,0.0,0.005
0.175,0.62125,0.135,0.105,0.0,0.0,0.0,0.025
0.135,0.5166666666666666,0.085,0.165,0.0,0.0,0.0,0.265
0.035,0.89,0.1125,0.0,0.005,0.0,0.0,0.025
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.365,0.0,0.6788333333333333,0.005,0.0,0.0,0.0,0.005
0.045,0.0,0.8566666666666666,0.015,0.0,0.0,0.475,0.005
0.035,0.0,0.935,0.195,0.0,0.0,0.0,0.005
0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0
0.055,0.015,0.99,0.005,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.82,0.035,0.32375,0.005,0.0,0.0,0.01,0.01
0.0,0.0,0.9625,0.145,0.0,0.0,0.0,0.02
0.005,0.035,0.96,0.0,0.0,0.0,0.0,0.01
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.005
0.005,0.0,0.99,0.01,0.0,0.0,0.0,0.01
0.005,0.0,0.965,0.0,0.0,0.0,0.0,0.015
