Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8
0.94,0.035,0.05,0.005,0.0,0.0,0.0,0.01
0.92,0.045,0.125,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.02083333333333333,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.03,0.365,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.03,0.0,0.0,0.0,0.0,0.0
0.955,0.005,0.095,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.12,0.005,0.005,0.0,0.0,0.0,0.0
0.94,0.01875,0.065,0.0,0.0,0.0,0.0,0.005
0.4320833333333334,0.22,0.0,0.05,0.0,0.0,0.0,0.55
0.995,0.0,0.015,0.0,0.0,0.0,0.0,0.0
0.96,0.0,0.2525,0.0,0.0,0.0,0.0,0.03
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8223571428571428,0.005,0.005,0.0,0.0,0.0,0.0,0.2
0.965,0.0,0.07994047619047619,0.045,0.0,0.0,0.0,0.0
0.8256904761904762,0.005,0.01,0.0,0.0,0.0,0.0,0.18
0.94,0.11,0.03,0.0,0.0,0.0,0.0,0.03
0.9925,0.0,0.04,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.035,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.005,0.0,0.0,0.0,0.0,0.035
0.37654761904761913,0.015,0.03,0.025,0.0,0.0,0.0,0.805
0.98,0.0,0.005,0.0,0.0,0.0,0.0,0.035
0.125,0.71,0.22333333333333333,0.015,0.0,0.0,0.0,0.03
0.0175,0.7468333333333333,0.005,0.14,0.0,0.0,0.0,0.1
0.30289285714285713,0.5625,0.045,0.015,0.0,0.0,0.0,0.015
0.02,0.945,0.0,0.0,0.0,0.0,0.0,0.06
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.945,0.025,0.0,0.0,0.0,0.015
0.025,0.94,0.0,0.01,0.0,0.0,0.0,0.0
0.045,0.7116666666666666,0.04,0.41,0.0,0.0,0.0,0.005
0.07,0.01,0.875,0.01,0.0,0.0,0.0,0.01
0.01,0.005,0.97,0.03,0.0,0.0,0.0,0.01
0.13,0.715,0.25125,0.005,0.0,0.0,0.01,0.015
0.065,0.0,0.92,0.0,0.005,0.0,0.0,0.07
0.005,0.0,0.9033333333333333,0.0415,0.0,0.0,0.115,0.015
0.065,0.035,0.755,0.055,0.0,0.0,0.02,0.08
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.975,0.185,0.0,0.0,0.0,0.035
0.865,0.005,0.415,0.0,0.0,0.0,0.0,0.045
0.01,0.025,0.8658333333333332,0.0,0.0,0.0,0.015,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.005
0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0
