Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.945,0.0,0.005,0.045,0.0,0.07,0.0,0.01
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0.975,0.0,0.03,0.01,0.0,0.0,0.0,0.0
0.83,0.075,0.281,0.0,0.0,0.0,0.1,0.025
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,0.09,0.035,0.0,0.0,0.0,0.0,0.0
0.96,0.02,0.24,0.0,0.005,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.005,0.0,0.0,0.0,0.0,0.0,0.015
0.845,0.1,0.05,0.015,0.0,0.0,0.0,0.04
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.005,0.0375,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
0.97,0.0,0.07,0.0,0.0,0.0,0.0,0.0
0.79,0.025,0.24766666666666665,0.01,0.0,0.0,0.0,0.01
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.03,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.005
0.9,0.19,0.05,0.0,0.0,0.0,0.0,0.015
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,0.155,0.095,0.0,0.0,0.0,0.0,0.02
0.88,0.205,0.015,0.005,0.0,0.0,0.005,0.005
1.0,0.005,0.08,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.965,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.55,0.155,0.01,0.0,0.0,0.0,0.04
0.09,0.625,0.12,0.01,0.0,0.0,0.0,0.05
0.11,0.375,0.005,0.075,0.0,0.0,0.0,0.605
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.135,0.715,0.145,0.01,0.0,0.0,0.0,0.025
0.105,0.32,0.005,0.025,0.0,0.0,0.0,0.675
0.005,0.995,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.96,0.0,0.0,0.0,0.0,0.0
0.015,0.065,0.335,0.06,0.0,0.0,0.0,0.83
0.015,0.28,0.945,0.0,0.0,0.0,0.02,0.005
0.005,0.0,0.96,0.0,0.0,0.0,0.0,0.0
0.0,0.0075,0.96,0.02,0.0,0.0,0.0,0.005
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.025,0.035,0.69,0.055,0.0,0.0,0.0,0.205
0.005,0.0,0.995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.97,0.0,0.0,0.0,0.445,0.0
0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.005
0.21,0.045,0.8320833333333334,0.03,0.0,0.0,0.0,0.065
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015,0.875,0.01,0.165,0.0,0.205,0.005
0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.02,0.005,0.76,0.0,0.0,0.0,0.0,0.24
0.0,0.0,0.965,0.0,0.0,0.0,0.0,0.0
0.045,0.04,0.705,0.235,0.0,0.0,0.0,0.055
0.06,0.0,0.92,0.0,0.0,0.0,0.0,0.025
0.01,0.0,0.985,0.0,0.0,0.0,0.0,0.0
0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.005
0.01,0.0,0.905,0.0,0.0,0.0,0.0,0.03
0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.99,0.0,0.97,0.0,0.005
0.03,0.02,0.645,0.46,0.015,0.0,0.0,0.02
0.07,0.01,0.24,0.845,0.0,0.0,0.0,0.06
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0
0.015,0.19,0.04,0.96,0.0,0.0,0.0,0.005
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.025,0.0,0.49166666666666664,0.005,0.0,0.0,0.005,0.75
0.055,0.0,0.135,0.005,0.0,0.0,0.0,0.905
0.005,0.0,0.03,0.0,0.0,0.0,0.0,0.975
0.005,0.0,0.025,0.0,0.0,0.0,0.0,0.965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995
0.005,0.005,0.35,0.0,0.0,0.0,0.0,0.945
0.08,0.015,0.045,0.0,0.0,0.0,0.005,0.94
0.0,0.135,0.0,0.0,0.0,0.0,0.0,1.0
0.08,0.0,0.04,0.005,0.0,0.0,0.0,0.945
0.02,0.0,0.13916666666666666,0.02,0.02,0.0,0.005,0.895
0.96,0.0,0.07,0.005,0.0,0.0,0.0,0.0
1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.82,0.02,0.18266666666666664,0.01,0.0,0.0,0.0,0.03
1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
0.95,0.025,0.215,0.0,0.005,0.0,0.0,0.0
0.97,0.0,0.035,0.0,0.0,0.0,0.0,0.03
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.055,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.015
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.005,0.01,0.0,0.0,0.0,0.0,0.005
0.995,0.0,0.02,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,0.08166666666666668,0.01,0.005,0.0,0.0,0.0,0.015
0.005,1.0,0.0,0.0,0.0,0.0,0.0,0.005
0.115,0.235,0.6035833333333334,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.9433333333333335,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.915,0.0,0.0,0.0,0.0,0.065
0.0,0.045,0.92,0.0,0.0,0.0,0.015,0.01
0.02,0.05,0.48,0.4512500000000001,0.0,0.0,0.015,0.635
0.035,0.0,0.975,0.0,0.0,0.0,0.0,0.005
0.005,0.0,0.94,0.005,0.0,0.0,0.0,0.02
0.005,0.0,0.925,0.0,0.0,0.0,0.0,0.05
0.125,0.0,0.87,0.005,0.0,0.0,0.11,0.005
0.03,0.015,0.695,0.145,0.0,0.0,0.01,0.085
0.05,0.0,0.9566666666666667,0.04,0.0,0.0,0.0,0.13
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.03,0.015,0.99,0.005,0.0,0.0,0.005,0.0
0.035,0.0,0.8589166666666667,0.005,0.0,0.0,0.105,0.045
0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.04,0.935,0.0,0.0,0.0,0.015
0.01,0.04,0.045,0.98,0.0,0.0,0.0,0.045
0.01,0.0,0.005,0.78,0.0,0.0,0.0,0.39
0.025,0.0,0.045,0.925,0.0,0.0,0.0,0.035
0.0,0.015,0.035,0.88,0.0,0.0,0.0,0.03
0.0,0.0,0.0,0.995,0.0,0.89,0.0,0.005
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2633333333333333,0.105,0.07,0.055,0.0,0.01,0.0,0.715
0.6941666666666667,0.07,0.02,0.005,0.0,0.0,0.0,0.475
0.01,0.07,0.13,0.0,0.0,0.0,0.015,0.9
0.125,0.02,0.075,0.01,0.0,0.0,0.03,0.935
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995
