Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8
0.135,0.025,0.34,0.175,0.15,0.0,0.025,0.305
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.005,0.49,0.155,0.025,0.0,0.0,0.335
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,0.095,0.01,0.015,0.0,0.0,0.0,0.01
0.8945833333333333,0.23,0.01,0.015,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87,0.01,0.19,0.015,0.0,0.0,0.0,0.02
0.875,0.04,0.04,0.0,0.0,0.0,0.0,0.055
1.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0
0.54,0.005,0.53,0.0,0.0,0.0,0.0,0.07
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.015
0.865,0.175,0.035,0.02,0.0,0.03,0.0,0.025
0.96,0.01,0.015,0.0,0.0,0.0,0.0,0.005
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
0.89875,0.21,0.01,0.015,0.0,0.0,0.0,0.0
0.995,0.0,0.005,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.03,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.005,0.005,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.94,0.05,0.08,0.0,0.045,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.925,0.0,0.075,0.0,0.0,0.0,0.0,0.06
0.96,0.01,0.015,0.0,0.0,0.0,0.0,0.005
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.02,0.3,0.0,0.0,0.0,0.0,0.02
0.035,0.885,0.0,0.005,0.0,0.0,0.0,0.0
0.265,0.58,0.005,0.06,0.0,0.0,0.0,0.025
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.99,0.0,0.005,0.015,0.0,0.0,0.0
0.013333333333333332,0.98,0.0,0.01,0.0,0.0,0.0,0.0
0.008333333333333333,0.965,0.0,0.145,0.0,0.0,0.025,0.0
0.005,0.0,0.995,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.945,0.025,0.05,0.0,0.0,0.135
0.735,0.03,0.4308333333333333,0.045,0.0,0.065,0.0,0.025
0.0,0.0,0.98,0.005,0.0,0.0,0.0,0.0
0.005,0.0,0.96,0.01,0.0,0.0,0.0,0.0
0.025,0.0,0.975,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.7895833333333334,0.13,0.0,0.065,0.0,0.0
0.0,0.0,0.975,0.02,0.0,0.0,0.0,0.015
0.025,0.0,0.985,0.0,0.0,0.0,0.0,0.0
0.015,0.005,0.99,0.0,0.0,0.0,0.005,0.015
0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.96,0.015,0.0,0.0,0.0,0.01
0.005,0.0,0.965,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.005
0.0,0.0,0.945,0.0,0.0,0.0,0.13,0.01
0.0,0.015,0.8,0.115,0.0,0.0,0.0,0.03
0.0,0.0,0.89,0.0,0.0,0.0,0.025,0.13
0.015,0.0,0.915,0.005,0.0,0.0,0.0,0.045
0.0,0.0,0.985,0.02,0.0,0.0,0.0,0.01
0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.005
0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0
0.035,0.035,0.94,0.01,0.0,0.0,0.0,0.0
0.025,0.0,0.955,0.0,0.0,0.0,0.0,0.0
0.015,0.035,0.015,0.905,0.0,0.0,0.0,0.13
0.0,0.005,0.24,0.7432738095238095,0.0,0.0,0.055,0.04
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.05,0.05566666666666667,0.065,0.93,0.0,0.0,0.0,0.215
