Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.025,0.0,0.0,0.0,0.0,0.0,0.01
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23499999999999996,0.5619999999999999,0.025,0.07,0.0,0.0,0.0,0.03
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,0.015,0.0,0.06,0.0,0.0,0.0,0.005
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9111666666666668,0.08,0.04,0.04,0.0,0.0,0.0,0.005
0.135,0.01,0.8025,0.02,0.0,0.0,0.0,0.055
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.015
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5513333333333332,0.02,0.4216666666666667,0.015,0.0,0.0,0.0,0.025
0.95,0.025,0.02,0.0,0.0,0.0,0.0,0.035
0.29,0.005,0.6209761904761905,0.0,0.0,0.0,0.0,0.005
0.98,0.005,0.01,0.0,0.0,0.0,0.0,0.0
0.955,0.0,0.05,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.02,0.045,0.0,0.0,0.0,0.0,0.0
0.725,0.16,0.0625,0.0,0.0,0.0,0.0,0.085
0.97,0.005,0.0625,0.0,0.0,0.0,0.01,0.02
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995,0.01,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.045,0.06,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.195,0.575,0.0,0.145,0.0,0.0,0.0,0.02
0.075,0.855,0.0,0.0,0.0,0.0,0.0,0.02
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
